svm_linear,0.59002038,0.59004378
svm_polynomial,0.66359822,0.71036273
svm_rbf,0.94348801,0.93021889
logistic,0.59002038,0.56015947
knn,0.92037140,0.93421826
decision_tree,0.96682690,0.98524390
random_forest,0.95349171,0.91007817
